ensembl_gene_id,entrezgene_id,hgnc_symbol
ENSG00000215483,400123,LINC00598
ENSG00000175985,400224,PLEKHD1
ENSG00000258920,400236,FOXN3-AS1
ENSG00000233208,400238,LINC00642
ENSG00000274126,400258,C14orf180
ENSG00000184601,400258,C14orf180
ENSG00000175746,400360,LINC02915
ENSG00000185442,400451,FAM174B
ENSG00000262117,400500,BCAR4
ENSG00000103550,400506,KNOP1
ENSG00000268388,400550,FENDRR
ENSG00000229980,400604,TOB1-AS1
ENSG00000136153,4008,LMO7
ENSG00000129038,4016,LOXL1
ENSG00000261308,401720,FIGNL2
ENSG00000167419,4025,LPO
ENSG00000205328,403282,OR6C65
ENSG00000205327,403284,OR6C68
ENSG00000123384,4035,LRP1
ENSG00000281324,4040,LRP6
ENSG00000070018,4040,LRP6
ENSG00000180891,404093,CUEDC1
ENSG00000154102,404550,C16orf74
ENSG00000187537,404785,POTEG
ENSG00000111144,4048,LTA4H
ENSG00000119681,4053,LTBP2
ENSG00000111321,4055,LTBR
ENSG00000140274,405753,DUOXA2
ENSG00000062524,4058,LTK
ENSG00000139329,4060,LUM
ENSG00000199179,406891,MIRLET7I
ENSG00000090382,4069,LYZ
ENSG00000284038,406902,MIR10A
ENSG00000207608,406914,MIR127
ENSG00000207993,406924,MIR134
ENSG00000207586,406926,MIR135A2
ENSG00000207942,406927,MIR136
ENSG00000207649,406930,MIR138-2
ENSG00000208017,406932,MIR140
ENSG00000207708,406933,MIR141
ENSG00000284353,406934,MIR142
ENSG00000207947,406943,MIR152
ENSG00000207978,406946,MIR154
ENSG00000207695,406960,MIR184
ENSG00000211137,406965,MIR190A
ENSG00000210741,406972,MIR196A1
ENSG00000207924,406973,MIR196A2
ENSG00000207713,406985,MIR200C
ENSG00000199157,406990,MIR208A
ENSG00000284190,406991,MIR21
ENSG00000207702,406993,MIR211
ENSG00000207789,407016,MIR26A2
ENSG00000207749,407023,MIR299
ENSG00000207996,407027,MIR301A
ENSG00000207703,407044,MIR7-2
ENSG00000003056,4074,M6PR
ENSG00000188554,4077,NBR1
ENSG00000215417,407975,MIR17HG
ENSG00000278087,408050,NOMO3
ENSG00000103226,408050,NOMO3
ENSG00000166949,4088,SMAD3
ENSG00000137834,4091,SMAD6
ENSG00000120693,4093,SMAD9
ENSG00000178573,4094,MAF
ENSG00000110881,41,ASIC1
ENSG00000196547,4122,MAN2A2
ENSG00000140400,4123,MAN2C1
ENSG00000166963,4130,MAP1A
ENSG00000075413,4140,MARK3
ENSG00000125952,4149,MAX
ENSG00000103495,4150,MAZ
ENSG00000183196,4166,CHST6
ENSG00000135679,4193,MDM2
ENSG00000111339,420,ART4
ENSG00000068305,4205,MEF2A
ENSG00000103313,4210,MEFV
ENSG00000134138,4212,MEIS2
ENSG00000005102,4222,MEOX1
ENSG00000037897,4234,METTL1
ENSG00000140259,4236,MFAP1
ENSG00000140545,4240,MFGE8
ENSG00000168282,4247,MGAT2
ENSG00000150527,4253,MIA2
ENSG00000049130,4254,KITLG
ENSG00000111341,4256,MGP
ENSG00000008394,4257,MGST1
ENSG00000179583,4261,CIITA
ENSG00000027001,4285,MIPEP
ENSG00000066427,4287,ATXN3
ENSG00000139352,429,ASCL1
ENSG00000006432,4293,MAP3K9
ENSG00000087245,4313,MMP2
ENSG00000157227,4323,MMP14
ENSG00000102996,4324,MMP15
ENSG00000198598,4326,MMP17
ENSG00000123342,4327,MMP19
ENSG00000119711,4329,ALDH6A1
ENSG00000020426,4331,MNAT1
ENSG00000103152,4350,MPG
ENSG00000178802,4351,MPI
ENSG00000005381,4353,MPO
ENSG00000108852,4355,MPP2
ENSG00000161647,4356,MPP3
ENSG00000278183,4363,ABCC1
ENSG00000103222,4363,ABCC1
ENSG00000196243,439916,LINC00615
ENSG00000182534,439921,MXRA7
ENSG00000262607,440073,IQSEC3
ENSG00000120645,440073,IQSEC3
ENSG00000179256,440087,SMCO3
ENSG00000185610,440097,DBX2
ENSG00000248265,440101,
ENSG00000187510,440107,PLEKHG7
ENSG00000250208,440119,FZD10-AS1
ENSG00000204899,440145,MZT1
ENSG00000257115,440153,OR11H12
ENSG00000206150,440163,RNASE13
ENSG00000015133,440193,CCDC88C
ENSG00000282417,440248,HERC2P9
ENSG00000206149,440248,HERC2P9
ENSG00000215252,440270,GOLGA8B
ENSG00000128829,440275,EIF2AK4
ENSG00000137766,440279,UNC13C
ENSG00000288390,440288,UBL7-DT
ENSG00000247240,440288,UBL7-DT
ENSG00000259295,440300,CSPG4P12
ENSG00000284810,440387,CTRB2
ENSG00000168928,440387,CTRB2
ENSG00000110900,441631,TSPAN11
ENSG00000170605,441639,OR9K2
ENSG00000176299,441670,OR4M1
ENSG00000199122,442892,MIR148B
ENSG00000199069,442897,MIR323A
ENSG00000207948,442901,MIR328
ENSG00000199172,442903,MIR331
ENSG00000199151,442905,MIR337
ENSG00000198984,442910,MIR345
ENSG00000283279,442913,MIR376C
ENSG00000199025,442914,MIR369
ENSG00000135097,4440,MSI1
ENSG00000213648,445329,SULT1A4
ENSG00000205362,4489,MT1A
ENSG00000169688,4490,MT1B
ENSG00000169715,4493,MT1E
ENSG00000198417,4494,MT1F
ENSG00000125144,4495,MT1G
ENSG00000205358,4496,MT1H
ENSG00000255986,4498,MT1JP
ENSG00000205364,4499,MT1M
ENSG00000260549,4500,MT1L
ENSG00000187193,4501,MT1X
ENSG00000125148,4502,MT2A
ENSG00000087250,4504,MT3
ENSG00000100714,4522,MTHFD1
ENSG00000108395,4591,TRIM37
ENSG00000167508,4597,MVD
ENSG00000110921,4598,MVK
ENSG00000196091,4604,MYBPC1
ENSG00000111049,4617,MYF5
ENSG00000111046,4618,MYF6
ENSG00000197616,4624,MYH6
ENSG00000092054,4625,MYH7
ENSG00000276480,4629,MYH11
ENSG00000133392,4629,MYH11
ENSG00000140836,463,ZFHX3
ENSG00000111245,4633,MYL2
ENSG00000198336,4635,MYL4
ENSG00000092841,4637,MYL6
ENSG00000166866,4640,MYO1A
ENSG00000157483,4643,MYO1E
ENSG00000197535,4644,MYO5A
ENSG00000137474,4647,MYO7A
ENSG00000066933,4649,MYO9A
ENSG00000058272,4659,PPP1R12A
ENSG00000123268,466,ATF1
ENSG00000166886,4665,NAB2
ENSG00000196531,4666,NACA
ENSG00000108784,4669,NAGLU
ENSG00000187109,4673,NAP1L1
ENSG00000103274,4682,NUBP1
ENSG00000288364,4692,NDN
ENSG00000182636,4692,NDN
ENSG00000131473,47,ACLY
ENSG00000139180,4704,NDUFA9
ENSG00000004779,4706,NDUFAB1
ENSG00000183648,4707,NDUFB1
ENSG00000140990,4716,NDUFB10
ENSG00000069869,4734,NEDD4
ENSG00000136098,4752,NEK3
ENSG00000184613,4753,NELL2
ENSG00000067141,4756,NEO1
ENSG00000072736,4775,NFATC3
ENSG00000285485,4776,NFATC4
ENSG00000100968,4776,NFATC4
ENSG00000123405,4778,NFE2
ENSG00000082641,4779,NFE2L1
ENSG00000075673,479,ATP12A
ENSG00000100906,4792,NFKBIA
ENSG00000120837,4801,NFYB
ENSG00000064300,4804,NGFR
ENSG00000171840,4815,NINJ2
ENSG00000197696,4828,NMB
ENSG00000103024,4832,NME3
ENSG00000103202,4833,NME4
ENSG00000136448,4836,NMT1
ENSG00000111641,4839,NOP2
ENSG00000089250,4842,NOS1
ENSG00000111596,4848,CNOT2
ENSG00000139910,4857,NOVA1
ENSG00000198805,4860,PNP
ENSG00000196296,487,ATP2A1
ENSG00000174437,488,ATP2A2
ENSG00000110911,4891,SLC11A2
ENSG00000070961,490,ATP2B1
ENSG00000185652,4908,NTF3
ENSG00000065057,4913,NTHL1
ENSG00000140538,4916,NTRK3
ENSG00000162068,4917,NTN3
ENSG00000133636,4922,NTS
ENSG00000089127,4938,OAS1
ENSG00000255150,493861,EID3
ENSG00000111335,4939,OAS2
ENSG00000258436,493901,RNASE12
ENSG00000111331,4940,OAS3
ENSG00000283588,494325,MIR376A1
ENSG00000199015,494326,MIR377
ENSG00000199088,494328,MIR379
ENSG00000198982,494329,MIR380
ENSG00000199020,494330,MIR381
ENSG00000283170,494331,MIR382
ENSG00000180304,4947,OAZ2
ENSG00000277361,4948,OCA2
ENSG00000104044,4948,OCA2
ENSG00000288359,496,ATP4B
ENSG00000186009,496,ATP4B
ENSG00000140839,497190,CLEC18B
ENSG00000173391,4973,OLR1
ENSG00000254550,4975,OMP
ENSG00000140386,49855,SCAPER
ENSG00000184302,4990,SIX6
ENSG00000168124,4992,OR1F1
ENSG00000262668,4992,
ENSG00000168158,4993,OR2C1
ENSG00000165588,5015,OTX2
ENSG00000155463,5018,OXA1L
ENSG00000135124,5025,P2RX4
ENSG00000089041,5027,P2RX7
ENSG00000259150,503519,LINC00929
ENSG00000170515,5036,PA2G4
ENSG00000281234,503693,LOH12CR2
ENSG00000205791,503693,LOH12CR2
ENSG00000089220,5037,PEBP1
ENSG00000151846,5042,PABPC3
ENSG00000140564,5045,FURIN
ENSG00000140479,5046,PCSK6
ENSG00000140279,50506,DUOX2
ENSG00000139351,50511,SYCP3
ENSG00000171310,50515,CHST11
ENSG00000171759,5053,PAH
ENSG00000149269,5058,PAK1
ENSG00000288490,50614,GALNT9
ENSG00000182870,50614,GALNT9
ENSG00000103522,50615,IL21R
ENSG00000127318,50616,IL22
ENSG00000274829,5073,PARN
ENSG00000140694,5073,PARN
ENSG00000177425,5074,PAWR
ENSG00000104177,50804,MYEF2
ENSG00000111652,50813,COPS7A
ENSG00000198807,5083,PAX9
ENSG00000273086,50835,TAS2R9
ENSG00000273713,50835,TAS2R9
ENSG00000121381,50835,TAS2R9
ENSG00000272712,50836,TAS2R8
ENSG00000277316,50836,TAS2R8
ENSG00000121314,50836,TAS2R8
ENSG00000273326,50837,TAS2R7
ENSG00000274327,50837,TAS2R7
ENSG00000121377,50837,TAS2R7
ENSG00000273457,50838,TAS2R13
ENSG00000277254,50838,TAS2R13
ENSG00000212128,50838,TAS2R13
ENSG00000272805,50839,TAS2R10
ENSG00000277238,50839,TAS2R10
ENSG00000121318,50839,TAS2R10
ENSG00000261984,50840,TAS2R14
ENSG00000276541,50840,TAS2R14
ENSG00000212127,50840,TAS2R14
ENSG00000139549,50846,DHH
ENSG00000102981,50855,PARD6A
ENSG00000111729,50856,CLEC4A
ENSG00000013583,50865,HEBP1
ENSG00000197111,5094,PCBP2
ENSG00000175198,5095,PCCA
ENSG00000167941,50964,SOST
ENSG00000136099,5100,PCDH8
ENSG00000119723,51004,COQ6
ENSG00000162066,51005,AMDHD2
ENSG00000184226,5101,PCDH9
ENSG00000285377,51016,EMC9
ENSG00000100908,51016,EMC9
ENSG00000111711,51026,GOLT1B
ENSG00000136100,51028,VPS36
ENSG00000188488,5104,SERPINA5
ENSG00000134297,51054,PLEKHA8P1
ENSG00000285241,5106,PCK2
ENSG00000100889,5106,PCK2
ENSG00000153066,51061,TXNDC11
ENSG00000198513,51062,ATL1
ENSG00000185088,51065,RPS27L
ENSG00000139131,51067,YARS2
ENSG00000023697,51071,DERA
ENSG00000119616,51077,FCF1
ENSG00000186184,51082,POLR1D
ENSG00000165475,51084,CRYL1
ENSG00000102934,51090,PLLP
ENSG00000011260,51096,UTP18
ENSG00000137806,51103,NDUFAF1
ENSG00000284548,51108,METTL9
ENSG00000197006,51108,METTL9
ENSG00000072042,51109,RDH11
ENSG00000136147,51131,PHF11
ENSG00000198001,51135,IRAK4
ENSG00000111653,51147,ING4
ENSG00000278767,51156,SERPINA10
ENSG00000140093,51156,SERPINA10
ENSG00000103174,51172,NAGPA
ENSG00000108423,51174,TUBD1
ENSG00000111231,51184,GPN3
ENSG00000137876,51187,RSL24D1
ENSG00000131165,5119,CHMP1A
ENSG00000100503,51199,NIN
ENSG00000213782,51202,DDX47
ENSG00000137804,51203,NUSAP1
ENSG00000182512,51218,GLRX5
ENSG00000165804,51222,ZNF219
ENSG00000108798,51225,ABI3
ENSG00000005243,51226,COPZ2
ENSG00000139433,51228,GLTP
ENSG00000128463,51234,EMC4
ENSG00000111639,51258,MRPL51
ENSG00000108826,51264,MRPL27
ENSG00000165682,51266,CLEC1B
ENSG00000150048,51267,CLEC1A
ENSG00000288124,51279,C1RL
ENSG00000139178,51279,C1RL
ENSG00000059758,5128,CDK17
ENSG00000275618,51283,BFAR
ENSG00000103429,51283,BFAR
ENSG00000103710,51285,RASL12
ENSG00000181924,51287,COA4
ENSG00000087502,51290,ERGIC2
ENSG00000284752,51292,GMPR2
ENSG00000100938,51292,GMPR2
ENSG00000134285,51303,FKBP11
ENSG00000092096,51310,SLC22A17
ENSG00000090487,51324,SPG21
ENSG00000169877,51327,AHSP
ENSG00000182196,51329,ARL6IP4
ENSG00000137877,51332,SPTBN5
ENSG00000179965,51333,ZNF771
ENSG00000182768,51335,NGRN
ENSG00000165617,51339,DACT1
ENSG00000135090,51347,TAOK3
ENSG00000150045,51348,KLRF1
ENSG00000185069,51350,KRT76
ENSG00000167272,51367,POP5
ENSG00000132963,51371,POMP
ENSG00000139631,51380,CSAD
ENSG00000100554,51382,ATP6V1D
ENSG00000132603,51388,NIP7
ENSG00000172572,5139,PDE3A
ENSG00000214517,51400,PPME1
ENSG00000110934,51411,BIN2
ENSG00000089053,51433,ANAPC5
ENSG00000196510,51434,ANAPC7
ENSG00000205629,51451,LCMT1
ENSG00000140519,51458,RHCG
ENSG00000196405,51466,EVL
ENSG00000050405,51474,LIMA1
ENSG00000139053,5149,PDE6H
ENSG00000137770,51496,CTDSPL2
ENSG00000170855,51499,TRIAP1
ENSG00000073417,5151,PDE8A
ENSG00000100744,51527,GSKIP
ENSG00000050130,51528,JKAMP
ENSG00000123360,5153,PDE1B
ENSG00000134283,51535,PPHLN1
ENSG00000100865,51550,CINP
ENSG00000111696,51559,NT5DC3
ENSG00000110944,51561,IL23A
ENSG00000151332,51562,MBIP
ENSG00000061273,51564,HDAC7
ENSG00000120686,51569,UFM1
ENSG00000006007,51573,GDE1
ENSG00000165494,51585,PCF11
ENSG00000275746,51621,KLF13
ENSG00000169926,51621,KLF13
ENSG00000013306,51629,SLC25A39
ENSG00000100612,51635,DHRS7
ENSG00000005882,5164,PDK2
ENSG00000175581,51642,MRPL48
ENSG00000155957,51643,TMBIM4
ENSG00000181610,51649,MRPS23
ENSG00000141378,51651,PTRH2
ENSG00000131153,51659,GINS2
ENSG00000159713,51673,TPPP3
ENSG00000278693,51676,ASB2
ENSG00000100628,51676,ASB2
ENSG00000111237,51699,VPS29
ENSG00000167191,51704,GPRC5B
ENSG00000281948,51716,CES1P1
ENSG00000228695,51716,CES1P1
ENSG00000161980,51728,POLR3K
ENSG00000084463,51729,WBP11
ENSG00000198736,51734,MSRB1
ENSG00000186153,51741,WWOX
ENSG00000108848,51747,LUC7L3
ENSG00000131097,51751,HIGD1B
ENSG00000103528,51760,SYT17
ENSG00000132932,51761,ATP8A2
ENSG00000166128,51762,RAB8B
ENSG00000127588,51764,GNG13
ENSG00000064115,51768,TM7SF3
ENSG00000048649,51773,RSF1
ENSG00000100625,51804,SIX4
ENSG00000123349,5204,PFDN5
ENSG00000152556,5213,PFKM
ENSG00000119630,5228,PGF
ENSG00000167085,5245,PHB
ENSG00000075415,5250,SLC25A3
ENSG00000102893,5257,PHKB
ENSG00000156873,5261,PHKG2
ENSG00000277377,5265,SERPINA1
ENSG00000197249,5265,SERPINA1
ENSG00000100665,5267,SERPINA4
ENSG00000185883,527,ATP6V0C
ENSG00000100564,5283,PIGH
ENSG00000139144,5288,PIK3C2G
ENSG00000008710,5310,PKD1
ENSG00000057294,5318,PKP2
ENSG00000170890,5319,PLA2G1B
ENSG00000137841,5330,PLCB2
ENSG00000064726,53339,BTBD1
ENSG00000172458,53342,IL17D
ENSG00000136404,53346,TM6SF1
ENSG00000165861,53349,ZFYVE1
ENSG00000197943,5336,PLCG2
ENSG00000186815,53373,TPCN1
ENSG00000166819,5346,PLIN1
ENSG00000166851,5347,PLK1
ENSG00000183395,5367,PMCH
ENSG00000140464,5371,PML
ENSG00000140650,5373,PMM2
ENSG00000139572,53831,GPR84
ENSG00000137857,53905,DUOX1
ENSG00000139155,53919,SLCO1C1
ENSG00000169118,53944,CSNK1G1
ENSG00000165934,53981,CPSF2
ENSG00000123191,540,ATP7B
ENSG00000100941,5411,PNN
ENSG00000122042,5412,UBL3
ENSG00000100433,54207,KCNK10
ENSG00000177084,5426,POLE
ENSG00000100479,5427,POLE2
ENSG00000140521,5428,POLG
ENSG00000102978,5432,POLR2C
ENSG00000186469,54331,GNG2
ENSG00000166848,54386,TERF2IP
ENSG00000134294,54407,SLC38A2
ENSG00000084112,54434,SSH1
ENSG00000167977,54442,KCTD5
ENSG00000205352,54458,PRR13
ENSG00000086666,54469,ZFAND6
ENSG00000052126,54477,PLEKHA5
ENSG00000132600,54496,PRMT7
ENSG00000139725,54509,RHOF
ENSG00000103154,54550,NECAB2
ENSG00000288188,54551,MAGEL2
ENSG00000254585,54551,MAGEL2
ENSG00000128917,54567,DLL4
ENSG00000152192,5457,POU4F1
ENSG00000102471,54602,NDFIP2
ENSG00000128908,54617,INO80
ENSG00000099364,54620,FBXL19
ENSG00000176834,54621,VSIG10
ENSG00000184271,5463,POU6F1
ENSG00000281818,54682,MANSC1
ENSG00000111261,54682,MANSC1
ENSG00000278494,54700,RRN3
ENSG00000085721,54700,RRN3
ENSG00000078328,54715,RBFOX1
ENSG00000196199,54737,MPHOSPH8
ENSG00000104731,54758,KLHDC4
ENSG00000157450,54778,RNF111
ENSG00000166794,5479,PPIB
ENSG00000011258,54799,MBTD1
ENSG00000179454,54813,KLHL28
ENSG00000285253,54816,
ENSG00000137871,54816,ZNF280D
ENSG00000275911,54820,NDE1
ENSG00000072864,54820,NDE1
ENSG00000092439,54822,TRPM7
ENSG00000129003,54832,VPS13C
ENSG00000137821,54839,LRRC49
ENSG00000140995,54849,DEF8
ENSG00000137819,54852,PAQR5
ENSG00000223572,548596,CKMT1A
ENSG00000166143,54866,PPP1R14D
ENSG00000074603,54878,DPP8
ENSG00000277086,54893,MTMR10
ENSG00000166912,54893,MTMR10
ENSG00000108375,54894,RNF43
ENSG00000011143,54903,MKS1
ENSG00000178718,54913,RPP25
ENSG00000070269,54916,TMEM260
ENSG00000140987,54925,ZSCAN32
ENSG00000118898,5493,PPL
ENSG00000092036,54930,HAUS4
ENSG00000139620,54934,KANSL2
ENSG00000140365,54939,COMMD4
ENSG00000100614,5494,PPM1A
ENSG00000087253,54947,LPCAT2
ENSG00000138617,54956,PARP16
ENSG00000140830,54957,TXNL4B
ENSG00000075131,54962,TIPIN
ENSG00000172530,54971,BANP
ENSG00000128973,54982,CLN6
ENSG00000103145,54985,HCFC1R1
ENSG00000183549,54988,ACSM5
ENSG00000198146,54989,ZNF770
ENSG00000176371,54993,ZSCAN2
ENSG00000088992,54997,TESC
ENSG00000150403,55002,TMCO3
ENSG00000186298,5501,PPP1CC
ENSG00000185480,55010,PARPBP
ENSG00000092020,55012,PPP2R3C
ENSG00000185246,55015,PRPF39
ENSG00000179933,55017,C14orf119
ENSG00000135447,5502,PPP1R1A
ENSG00000155393,55027,HEATR3
ENSG00000178974,55030,FBXO34
ENSG00000170779,55038,CDCA4
ENSG00000049283,55040,EPN3
ENSG00000119720,55051,NRDE2
ENSG00000174442,55055,ZWILCH
ENSG00000090857,55066,PDPR
ENSG00000120658,55068,ENOX1
ENSG00000140543,55070,DET1
ENSG00000285152,55072,RNF31
ENSG00000092098,55072,RNF31
ENSG00000137831,55075,UACA
ENSG00000139192,55080,TAPBPL
ENSG00000134884,55082,ARGLU1
ENSG00000139209,55089,SLC38A4
ENSG00000066739,55102,ATG2B
ENSG00000111196,55110,MAGOHB
ENSG00000288353,55114,ARHGAP17
ENSG00000140750,55114,ARHGAP17
ENSG00000072041,55117,SLC6A15
ENSG00000171847,55138,FAM90A1
ENSG00000137814,55142,HAUS2
ENSG00000100461,55147,RBM23
ENSG00000278787,55148,UBR7
ENSG00000012963,55148,UBR7
ENSG00000168411,55159,RFWD3
ENSG00000108439,55163,PNPO
ENSG00000165506,55172,DNAAF2
ENSG00000178502,55175,KLHL11
ENSG00000137824,55177,RMDN3
ENSG00000167447,55181,SMG8
ENSG00000111785,55188,RIC8B
ENSG00000104129,55192,DNAJC17
ENSG00000136044,55198,APPL2
ENSG00000166148,552,AVPR1A
ENSG00000008323,55200,PLEKHG6
ENSG00000139697,55206,SBNO1
ENSG00000150401,55208,DCUN1D2
ENSG00000136144,55213,RCBTB1
ENSG00000140525,55215,FANCI
ENSG00000081177,55218,EXD2
ENSG00000133980,55237,VRTN
ENSG00000103042,55238,SLC38A7
ENSG00000087263,55239,OGFOD1
ENSG00000139291,55266,TMEM19
ENSG00000121390,55269,PSPC1
ENSG00000078304,5527,PPP2R5C
ENSG00000136159,55270,NUDT15
ENSG00000177971,55272,IMP3
ENSG00000166292,55273,TMEM100
ENSG00000159708,55282,LRRC36
ENSG00000253719,552889,ATXN7L3B
ENSG00000154001,5529,PPP2R5E
ENSG00000123106,55297,CCDC91
ENSG00000149923,5531,PPP4C
ENSG00000103381,55313,CPPED1
ENSG00000136444,55316,RSAD1
ENSG00000129534,55320,MIS18BP1
ENSG00000166173,55323,LARP6
ENSG00000138587,55329,MNS1
ENSG00000078124,55331,ACER3
ENSG00000136048,55332,DRAM1
ENSG00000029364,55334,SLC39A9
ENSG00000135722,55336,FBXL8
ENSG00000060140,55359,STYK1
ENSG00000108829,55379,LRRC59
ENSG00000214548,55384,MEG3
ENSG00000108849,5539,PPY
ENSG00000275517,5542,PRB1
ENSG00000282673,5542,PRB1
ENSG00000251655,5542,PRB1
ENSG00000262587,554206,
ENSG00000275624,5544,PRB3
ENSG00000197870,5544,PRB3
ENSG00000285282,55449,DHRS4-AS1
ENSG00000215256,55449,DHRS4-AS1
ENSG00000274839,5545,PRB4
ENSG00000230657,5545,PRB4
ENSG00000140403,55466,DNAJA4
ENSG00000137509,5547,PRCP
ENSG00000139163,55500,ETNK1
ENSG00000127863,55504,TNFRSF19
ENSG00000182117,55505,NOP10
ENSG00000111291,55507,GPRC5D
ENSG00000175782,55508,SLC35E3
ENSG00000103056,55512,SMPD3
ENSG00000166111,55530,SVOP
ENSG00000263247,5554,PRR4
ENSG00000282269,5554,PRR4
ENSG00000277823,5554,PRH1
ENSG00000111215,5554,PRR4
ENSG00000231887,5554,PRH1
ENSG00000272803,5555,PRH2
ENSG00000275679,5555,PRH2
ENSG00000134551,5555,PRH2
ENSG00000102984,55565,ZNF821
ENSG00000158486,55567,DNAH3
ENSG00000198056,5557,PRIM1
ENSG00000136011,55576,STAB2
ENSG00000102710,55578,SUPT20H
ENSG00000028203,55591,VEZT
ENSG00000033030,55596,ZCCHC8
ENSG00000139116,55605,KIF21A
ENSG00000088448,55608,ANKRD10
ENSG00000066654,55623,THUMPD1
ENSG00000153786,55625,ZDHHC7
ENSG00000092140,55632,G2E3
ENSG00000111725,5564,PRKAB1
ENSG00000119686,55640,FLVCR2
ENSG00000092094,55644,OSGEP
ENSG00000139832,55647,RAB20
ENSG00000211584,55652,SLC48A1
ENSG00000089916,55668,GPATCH2L
ENSG00000136021,55681,SCYL2
ENSG00000103043,55697,VAC14
ENSG00000165801,55701,ARHGEF40
ENSG00000013503,55703,POLR3B
ENSG00000181929,5571,PRKAG1
ENSG00000064763,55711,FAR2
ENSG00000125170,55715,DOK4
ENSG00000284282,55718,POLR3E
ENSG00000058600,55718,POLR3E
ENSG00000277222,55727,BTBD7
ENSG00000011114,55727,BTBD7
ENSG00000171681,55729,ATF7IP
ENSG00000069329,55737,VPS35
ENSG00000072609,55743,CHFR
ENSG00000053770,55745,AP5M1
ENSG00000102595,55757,UGGT2
ENSG00000068489,55771,PRR11
ENSG00000042088,55775,TDP1
ENSG00000022976,55778,ZNF839
ENSG00000140563,55784,MCTP2
ENSG00000180263,55785,FGD6
ENSG00000166501,5579,PRKCB
ENSG00000182810,55794,DDX28
ENSG00000126226,55795,PCID2
ENSG00000111536,55801,IL26
ENSG00000070526,55808,ST6GALNAC1
ENSG00000065970,55810,FOXJ2
ENSG00000042317,55812,SPATA7
ENSG00000102904,55815,TSNAXIP1
ENSG00000027075,5583,PRKCH
ENSG00000111530,55832,CAND1
ENSG00000151849,55835,CENPJ
ENSG00000129518,55837,EAPP
ENSG00000166451,55839,CENPN
ENSG00000111203,55846,ITFG2
ENSG00000131966,55860,ACTR10
ENSG00000171204,55863,TMEM126B
ENSG00000184304,5587,PRKD1
ENSG00000176871,55884,WSB2
ENSG00000048540,55885,LMO3
ENSG00000215186,55889,GOLGA6B
ENSG00000166823,55897,MESP1
ENSG00000140553,55898,UNC45A
ENSG00000136114,55901,THSD1
ENSG00000111726,55907,CMAS
ENSG00000184730,55911,APOBR
ENSG00000128833,55930,MYO5C
ENSG00000102882,5595,MAPK3
ENSG00000184752,55967,NDUFA12
ENSG00000069956,5597,MAPK6
ENSG00000169032,5604,MAP2K1
ENSG00000033011,56052,ALG1
ENSG00000103353,56061,UBFD1
ENSG00000137764,5607,MAP2K5
ENSG00000102580,5611,DNAJC3
ENSG00000121101,56155,TEX14
ENSG00000132972,56163,RNF17
ENSG00000175646,5619,PRM1
ENSG00000122304,5620,PRM2
ENSG00000047346,56204,FAM214A
ENSG00000119596,56252,YLPM1
ENSG00000135406,5630,PRPH
ENSG00000165819,56339,METTL3
ENSG00000111218,56341,PRMT8
ENSG00000100600,5641,LGMN
ENSG00000285203,56413,LTB4R2
ENSG00000213906,56413,LTB4R2
ENSG00000052344,5652,PRSS8
ENSG00000184047,56616,DIABLO
ENSG00000080815,5663,PSEN1
ENSG00000152315,56659,KCNK13
ENSG00000273686,567,B2M
ENSG00000166710,567,B2M
ENSG00000159792,5681,PSKH1
ENSG00000100567,5684,PSMA3
ENSG00000041357,5685,PSMA4
ENSG00000134153,56851,EMC7
ENSG00000100902,5687,PSMA6
ENSG00000111554,56890,MDM1
ENSG00000185046,56899,ANKS1B
ENSG00000185633,56901,NDUFA4L2
ENSG00000167173,56905,C15orf39
ENSG00000129028,56906,THAP10
ENSG00000137843,56924,PAK6
ENSG00000100804,5693,PSMB5
ENSG00000154975,56934,CA10
ENSG00000267909,56936,CCDC177
ENSG00000029153,56938,ARNTL2
ENSG00000103121,56942,CMC2
ENSG00000100445,56948,SDR39U1
ENSG00000182175,56963,RGMA
ENSG00000140527,56964,WDR93
ENSG00000137817,56965,PARP6
ENSG00000227051,56967,C14orf132
ENSG00000131096,5697,PYY
ENSG00000087152,56970,ATXN7L3
ENSG00000104047,56986,DTWD1
ENSG00000205220,5699,PSMB10
ENSG00000111666,56994,CHPT1
ENSG00000100764,5700,PSMC1
ENSG00000088682,57017,COQ9
ENSG00000005194,57019,CIAPIN1
ENSG00000100519,5706,PSMC6
ENSG00000273761,57062,DDX24
ENSG00000089737,57062,DDX24
ENSG00000092200,57096,RPGRIP1
ENSG00000111224,57097,PARP11
ENSG00000169857,57099,AVEN
ENSG00000047617,57101,ANO2
ENSG00000047621,57102,C12orf4
ENSG00000152207,57105,CYSLTR2
ENSG00000184574,57121,LPAR5
ENSG00000111581,57122,NUP107
ENSG00000103035,5713,PSMD7
ENSG00000063761,57143,ADCK1
ENSG00000283997,57146,LDAF1
ENSG00000011638,57146,LDAF1
ENSG00000102897,57149,LYRM1
ENSG00000110801,5715,PSMD9
ENSG00000165548,57156,TMEM63C
ENSG00000139946,57161,PELI2
ENSG00000178761,57184,FAM219B
ENSG00000156218,57188,ADAMTSL3
ENSG00000206190,57194,ATP10A
ENSG00000284916,5720,PSME1
ENSG00000092010,5720,PSME1
ENSG00000284889,5721,PSME2
ENSG00000100911,5721,PSME2
ENSG00000123178,57213,SPRYD7
ENSG00000168286,57215,THAP11
ENSG00000170545,57228,SMAGP
